Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs [a AD],Seagr biom above dm [g/m**2],Seagr biom below dm [g/m**2],Seagr biom tot dm [g/m**2],Seagr shoot dens [#/m**2],Seagr cov [%],Seagr leaf dens [#/m**2],Seagr prod above dm [g/m**2/day],Seagr prod below dm [g/m**2/day],Seagr prod total dm [g/m**2/day],Seagr shoot prod dm [g/m**2/day],Seagr leaf prod dm [g/m**2/day],Reference
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2015,20.7,25.78,46.48,4321,30,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2015,4.78,28.12,32.9,4630,14,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2015,52.55,60.94,113.49,9414,60,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2015,42.99,103.13,146.12,13735,69,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2015,22.29,27.34,49.64,7562,60,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,22.29,32.03,54.32,8025,17,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,25.48,35.16,60.63,10494,27,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,19.11,24.22,43.33,8642,27,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,28.66,23.44,52.1,11111,18,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,36.62,40.63,77.25,18673,37,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,108.28,64.84,173.12,22685,90,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,73.25,34.37,107.62,15895,95,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,60.51,50.78,111.29,14043,95,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,52.55,42.97,95.52,12037,55,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,36.62,28.12,64.75,8796,54,,,,,,,Cognat et al. 2018
44.653,-1.128,Temperate North Atlantic,Estuarine,Zostera,2016,58.92,42.97,101.89,12963,44,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,12.74,32.81,45.55,5093,12,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,14.33,28.12,42.46,4630,12,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,9.55,9.37,18.93,3704,12,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,19.11,21.87,40.98,6790,12,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,60.51,43.75,104.26,12191,37,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,136.94,63.28,200.22,18673,93,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,125.8,69.53,195.33,18210,99,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,135.35,82.03,217.38,17593,99,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,144.9,85.16,230.06,18827,100,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,171.97,85.94,257.91,16667,95,,,,,,,Cognat et al. 2018
44.662,-1.1,Temperate North Atlantic,Estuarine,Zostera,2016,114.65,98.44,213.09,15278,90,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,9.55,22.66,32.21,6173,13,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,11.15,28.12,39.27,6019,13,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,4.78,10.94,15.71,2623,13,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,11.15,10.16,21.3,3704,13,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,28.66,17.97,46.63,10648,18,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,60.51,32.03,92.54,14352,18,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,44.59,33.59,78.18,9568,13,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,52.55,25.78,78.33,8796,13,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,66.88,25.78,92.66,8796,28,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,44.59,20.31,64.9,7253,22,,,,,,,Cognat et al. 2018
44.68,-1.111,Temperate North Atlantic,Estuarine,Zostera,2016,41.4,24.22,65.62,7870,18,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,4.78,29.69,34.46,2932,13,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,9.55,37.5,47.05,5556,13,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,7.96,53.91,61.87,4938,13,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,11.15,18.75,29.9,4630,13,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,25.48,50,75.48,8179,13,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,58.92,46.87,105.79,14198,57,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,119.43,68.75,188.18,16667,93,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,90.76,64.84,155.61,14815,100,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,76.43,67.19,143.62,12654,90,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,106.69,67.19,173.88,14198,95,,,,,,,Cognat et al. 2018
44.683,-1.165,Temperate North Atlantic,Estuarine,Zostera,2016,57.32,67.97,125.29,10340,55,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,33.44,38.28,71.72,6790,12,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,41.4,46.87,88.28,6481,22,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,55.73,35.16,90.89,9105,31,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,87.58,43.75,131.33,12963,35,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,121.02,40.63,161.64,22994,93,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,234.08,65.62,299.7,19753,100,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,216.56,55.47,272.03,12191,100,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,243.63,68.75,312.38,15432,100,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,203.82,87.5,291.32,14198,95,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,124.2,57.81,182.02,12346,97,,,,,,,Cognat et al. 2018
44.692,-1.043,Temperate North Atlantic,Estuarine,Zostera,2016,103.5,53.12,156.63,11420,90,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,7.96,54.69,62.65,4012,12,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,7.96,62.5,70.46,4321,12,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,6.37,51.56,57.93,3704,12,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,12.74,30.47,43.21,4784,12,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,39.81,51.56,91.37,9105,27,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,162.42,71.88,234.3,20370,34,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,132.17,80.47,212.63,17130,69,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,121.02,64.84,185.86,15741,78,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,87.58,48.44,136.02,10802,66,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,68.47,82.03,150.5,10185,31,,,,,,,Cognat et al. 2018
44.71,-1.105,Temperate North Atlantic,Estuarine,Zostera,2016,42.99,48.44,91.43,10648,12,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,25.48,66.41,91.88,8951,22,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,15.92,31.25,47.17,5401,22,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,22.29,44.53,66.82,6944,17,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,22.29,39.06,61.36,7253,22,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,63.69,65.62,129.32,13580,36,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,114.65,63.28,177.93,16821,77,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,79.62,40.63,120.24,11883,87,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,68.47,87.5,155.97,11265,90,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,57.32,42.19,99.51,10957,76,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,58.92,41.41,100.32,10031,76,,,,,,,Cognat et al. 2018
44.716,-1.199,Temperate North Atlantic,Estuarine,Zostera,2016,52.55,55.47,108.02,9877,36,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,12.74,64.06,76.8,7716,18,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,14.33,61.72,76.05,9259,22,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,14.33,61.72,76.05,8179,12,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,35.03,38.28,73.31,10957,27,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,71.66,80.47,152.12,22685,34,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,73.25,106.25,179.5,13735,65,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,87.58,81.25,168.83,14198,84,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,39.81,68.75,108.56,9105,97,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,68.47,52.34,120.82,9722,100,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,52.55,40.63,93.17,8796,87,,,,,,,Cognat et al. 2018
44.727,-1.151,Temperate North Atlantic,Estuarine,Zostera,2016,41.4,37.5,78.9,7870,31,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,14.33,24.22,38.55,6790,32,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,14.33,32.03,46.36,9105,32,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,17.52,14.06,31.58,8025,27,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,28.66,24.22,52.88,9722,17,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,30.25,22.66,52.91,18210,37,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,38.22,27.34,65.56,13889,54,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,39.81,28.91,68.72,12037,87,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,46.18,37.5,83.68,14043,87,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,50.96,40.63,91.58,11265,87,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,41.4,22.66,64.06,10185,65,,,,,,,Cognat et al. 2018
44.74,-1.113,Temperate North Atlantic,Estuarine,Zostera,2016,39.81,35.16,74.97,9105,54,,,,,,,Cognat et al. 2018
-27.492167,153.4015,Tropical Indo Pacific,Coastal,Zostera,2015,,,39.26,,,,,,,,,Collier et al. 2017
-27.492167,153.4015,Tropical Indo Pacific,Coastal,Halodule,2015,,,139.73,,,,,,,,,Collier et al. 2017
-27.492167,153.4015,Tropical Indo Pacific,Coastal,Halophila,2015,,,3.99,,,,,,,,,Collier et al. 2017
-27.492167,153.4015,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,118.44,,,,,,,,,Collier et al. 2017
-27.492167,153.4015,Tropical Indo Pacific,Coastal,Zostera,2015,,,11.4,,,,,,,,,Collier et al. 2017
-27.492167,153.4015,Tropical Indo Pacific,Coastal,Halodule,2015,,,34.2,,,,,,,,,Collier et al. 2017
-27.492167,153.4015,Tropical Indo Pacific,Coastal,Halophila,2015,,,4.69,,,,,,,,,Collier et al. 2017
-27.492167,153.4015,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,27.49,,,,,,,,,Collier et al. 2017
-16.754833,145.973,Tropical Indo Pacific,Coastal,Syringodium,2015,,,8.72,,,,,,,,,Collier et al. 2017
-16.754833,145.973,Tropical Indo Pacific,Coastal,Halodule,2015,,,118.68,,,,,,,,,Collier et al. 2017
-16.754833,145.973,Tropical Indo Pacific,Coastal,Halophila,2015,,,2.01,,,,,,,,,Collier et al. 2017
-16.754833,145.973,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,18.1,,,,,,,,,Collier et al. 2017
-16.754833,145.973,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,28.16,,,,,,,,,Collier et al. 2017
-27.59,153.31,Tropical Indo Pacific,Coastal,Zostera,1989,,,,,,,,,,,,Conacher et al. 1994
-27.59,153.31,Tropical Indo Pacific,Coastal,Zostera,1989,,,,,,,,,,,,Conacher et al. 1994
-27.59,153.31,Tropical Indo Pacific,Coastal,Zostera,1989,,,,,,,,,,,,Conacher et al. 1994
-27.59,153.31,Tropical Indo Pacific,Coastal,Zostera,1989,,,,,,,,,,,,Conacher et al. 1994
-27.58,153.32,Tropical Indo Pacific,Coastal,Zostera,1989,,,,,,,,,,,,Conacher et al. 1994
-27.58,153.32,Tropical Indo Pacific,Coastal,Zostera,1989,,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,37.42,,,1164,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,80.37,,,5037,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,62.58,,,1135,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,36.2,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,42.94,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,39.26,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,39.88,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,34.36,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,23.93,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,24.54,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,24.54,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,26.99,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,37.42,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,25.15,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,72.39,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,82.82,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,49.08,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,36.81,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,38.65,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,22.7,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,28.22,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,12.27,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,19.02,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,28.22,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,28.83,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,30.67,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,85.89,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,176.69,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,127.61,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,74.85,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,80.37,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,39.88,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,39.26,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,25.77,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,17.79,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,25.77,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,44.79,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,29.45,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1990,69.33,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,31.9,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,30.67,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,71.78,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,31.9,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,49.08,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,31.9,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,53.37,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,47.24,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,49.69,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,49.69,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,93.25,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,60.74,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,66.87,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,90.8,,,,,,,,,,,Conacher et al. 1994
-27.583,153.317,Tropical Indo Pacific,Coastal,Zostera,1991,100,,,,,,,,,,,Conacher et al. 1994
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,82.53,,,,20,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,105.36,,,,20,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,111.59,,,,20,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,115.22,,,,40,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,173.36,,,,40,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,158.3,,,,60,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,142.73,,,,60,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,122.49,,,,60,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,186.85,,,,80,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,167.65,,,,80,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,155.71,,,,80,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,207.61,,,,100,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,191,,,,100,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,734.78,,,20,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,371.74,,,20,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,341.3,,,20,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,367.39,,,40,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,658.7,,,40,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,806.52,,,40,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,639.13,,,60,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,439.13,,,60,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,376.09,,,60,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,404.35,,,80,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,628.26,,,80,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,663.04,,,80,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,950,,,100,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,1006.52,,,100,,,,,,,Congdon et al. 2017
27.858,-97.152,Tropical Atlantic,Estuarine,Thalassia,2016,,1052.17,,,100,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,17.71,,,,20,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,45.31,,,,20,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,19.27,,,,40,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,53.13,,,,40,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,58.33,,,,60,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,70.31,,,,60,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,88.54,,,,60,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,66.15,,,,80,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,79.17,,,,80,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,103.13,,,,100,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,116.67,,,,100,,,,,,,Congdon et al. 2017
27.811,-97.111,Tropical Atlantic,Estuarine,Halodule,2016,183.85,,,,100,,,,,,,Congdon et al. 2017
